Source,Target,Type,Name,Year,Partnerhip Type,Weight
48,18,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,34,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
48,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,50,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,18,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,34,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
49,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,18,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,34,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
50,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,34,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
18,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,19,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
34,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,20,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
19,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,21,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
20,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,24,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
21,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,39,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
24,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,45,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
39,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,46,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
45,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,2,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
46,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,13,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
2,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,25,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
13,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,11,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
25,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,5,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
11,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,14,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,26,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,15,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,16,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,10,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,41,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,7,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,4,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,29,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
5,30,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,6,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
14,8,Undirected,Financing for development: progress and prospects 2018,2018,Co-authorship,0.00015015
